galaxy_name,completeness_pct,quality_flag,constellation,cluster_id,ra,dec,distance_mpc,effective_radius_kpc,stellar_mass_solar,dark_matter_fraction
21,100.0,Confirmed,Perseus,0,49.503375,41.373056,72.3,1.0,325000000.0,0.65
3,100.0,Confirmed,Perseus,0,49.268417,41.510889,72.3,0.8,75857757.5,0.88
4,100.0,Confirmed,Perseus,0,49.279708,41.38125,72.3,1.7,80000000.0,0.92
42,100.0,Confirmed,Perseus,0,49.64,41.462639,72.3,1.0,58000000.0,0.6552
44,100.0,Confirmed,Perseus,0,49.644708,41.377917,72.3,2.6,245470891.0,0.99
5,100.0,Confirmed,Perseus,0,49.295917,41.567583,72.3,1.7,200000000.0,0.8
6,100.0,Confirmed,Perseus,0,49.305375,41.368778,72.3,0.9,60000000.0,0.95
7,100.0,Confirmed,Perseus,0,49.316542,41.336583,72.3,2.1,180000000.0,0.82
8,100.0,Confirmed,Perseus,0,49.332125,41.575694,72.3,2.1,110000000.0,0.89
9,100.0,Confirmed,Perseus,0,49.347917,41.527806,72.3,1.4,250000000.0,0.75
114905,100.0,Confirmed,Pisces,-1,21.3270833,7.3602778,76.0,4.7,199500000.0,0.0
DGSAT-I,100.0,Confirmed,Pisces,-1,19.398,33.528,78.0,4.4,400000000.0,0.96
MATLAS-42,100.0,Confirmed,Pisces,13,20.626,8.7614,33.46,3.11,147900000.0,0.655172
COSMOS-dw1,100.0,Confirmed,Sextans,15,150.1252875,2.1497417,22.0,0.29,5600000.0,0.6
NGVSJ12:28:10.07+12:43:29.4,100.0,Confirmed,Virgo,11,187.042,12.725,16.5,2.93,21700000.0,1.0
NGVSUDG-05,100.0,Confirmed,Virgo,11,186.4067073,10.2496165,16.5,2.7166,73000000.0,1.0
NGVSUDG-09,100.0,Confirmed,Virgo,11,186.8814384,9.5956422,16.5,4.2949,335000000.0,1.0
NGVSUDG-10,100.0,Confirmed,Virgo,11,186.9800778,12.3692963,16.5,3.7949,208000000.0,0.0
NGVSUDG-20,100.0,Confirmed,Virgo,11,188.8035833,7.0562222,16.5,3.4782,13000000.0,1.0
NGVSUDG-A04,100.0,Confirmed,Virgo,11,185.769125,12.0148333,17.7,2.2594,73000000.0,0.99
NGVSUDG-A10,100.0,Confirmed,Virgo,11,188.1699846,12.7711479,16.5,3.5133,2607000000.0,0.83
VCC 1744,100.0,Confirmed,Virgo,11,189.0,12.8,16.5,3.0,90000000.0,0.88
VCC 1910,100.0,Confirmed,Virgo,11,190.2,12.6,16.5,3.8,150000000.0,0.92
VCC 2000,100.0,Confirmed,Virgo,11,187.123,11.456,16.5,2.8,50000000.0,0.85
VCC 2037,100.0,Confirmed,Virgo,11,191.4,12.4,16.5,3.3,110000000.0,0.87
VCC 615,100.0,Confirmed,Virgo,11,185.7695833,12.0155556,16.5,2.3,73000000.0,0.99
VLSB-B,100.0,Confirmed,Virgo,11,187.0441667,12.7244444,12.7,1.7,22000000.0,0.99
KiDS_UDG_NGC5846_226.33_1.81,100.0,Confirmed,Virgo,19,226.3342,1.8115,26.8,2.267,86000000.0,0.52
Secco--dI--2,100.0,Confirmed,Virgo,55,176.1408,-0.8669,40.0,1.3,9000000.0,0.86
AHCJ1359+3726,83.3,Needs Review,Andromeda,-1,13.9939,37.4431,42.0,4.4,269000000.0,
SMDG0015544+280910,83.3,Needs Review,Andromeda,-1,3.976666667,28.15277778,127.0,3.53,263026799.0,
SMDG0018470+302845,83.3,Needs Review,Andromeda,-1,4.695833333,30.47916667,78.0,2.74,426579519.0,
SMDG0037442+241228,83.3,Needs Review,Andromeda,-1,9.434,24.208,63.9,3.6,316000000.0,
And XIX,83.3,Needs Review,Andromeda,11,4.88375,35.0436111,0.93,3.1,6309573.44,
Andromeda XIX,83.3,Needs Review,Andromeda,11,4.89375,35.0447222222,0.8128,3.357,1600000.0,
AHCJ020345.3+371444-1,83.3,Needs Review,Andromeda,23,30.93875,37.24889,50.0,1.5,234000000.0,
AHCJ020345.3+371444-2,83.3,Needs Review,Andromeda,23,30.92958,37.24528,50.0,3.5,603000000.0,
AHCJ2216+4024,83.3,Needs Review,Andromeda,25,22.2778,40.4061,55.0,4.7,427000000.0,
AHCJ2239+3832,83.3,Needs Review,Andromeda,25,22.6507,38.5339,53.0,4.6,245000000.0,
[TT 2009]30,83.3,Needs Review,Andromeda,29,35.7279167,42.7125,9.8,1.7,6165950.0,
SMDG0025100+310314,83.3,Needs Review,Andromeda,71,6.291666667,31.05388889,67.0,1.97,151356125.0,
SMDG0033164+283310,83.3,Needs Review,Andromeda,71,8.318333333,28.55277778,70.0,2.8,93325430.1,
SMDG2207591-100713,83.3,Needs Review,Aquarius,-1,331.996,-10.12,40.6,1.6,31600000.0,
SMDG2217328-132522,83.3,Needs Review,Aquarius,-1,334.387,-13.423,22.5,1.7,25100000.0,
SMDG2227407-122104,83.3,Needs Review,Aquarius,-1,336.92,-12.351,65.7,3.1,126000000.0,
SMDG2235086+011040,83.3,Needs Review,Aquarius,-1,338.786,1.178,238.1,6.8,1580000000.0,
SMDG2251037-015247,83.3,Needs Review,Aquarius,-1,342.765,-1.88,40.7,1.2,63100000.0,
SMDG2329214-063209,83.3,Needs Review,Aquarius,-1,352.339,-6.536,133.8,5.0,631000000.0,
SMDG2343135-083901,83.3,Needs Review,Aquarius,-1,355.806,-8.65,25.5,1.2,31600000.0,
SMDG2104498+002509,83.3,Needs Review,Aquarius,70,316.208,0.419,55.3,1.9,7940000.0,
SMDG2113130+014217,83.3,Needs Review,Aquarius,70,318.304,1.705,56.4,1.7,50100000.0,
AGC 124634,83.3,Needs Review,Aries,-1,35.5229,18.4089,30.6,1.62,60255958.6,
AGC 115292,83.3,Needs Review,Aries,13,27.9149,17.2881,34.5,1.67,53703179.6,
AGC 248937,83.3,Needs Review,Boötes,-1,216.4779,12.9189,118.0,4.62,346700000.0,
AGC 248945,83.3,Needs Review,Boötes,-1,221.7479,13.1697,84.0,3.83,331100000.0,
AGC 749493,83.3,Needs Review,Boötes,-1,226.2708333,24.0344444,64.2,4.15,117489755.0,
UGC9050-Dw1,83.3,Needs Review,Boötes,-1,212.3041667,51.2244445,35.2,6.2,10000000.0,
AGC 249525,83.3,Needs Review,Boötes,11,214.4696,17.5444,1.2,1.32,,0.99
AGC 249565,83.3,Needs Review,Boötes,11,218.9846,17.1678,1.2,0.965,,0.99
AGC 181474,83.3,Needs Review,Cancer,-1,121.5521,15.504,30.4,2.16,23442288.2,
AGC 749387,83.3,Needs Review,Cancer,-1,126.7348,24.729,34.4,3.15,165958690.7,
SMDG0833162+280607,83.3,Needs Review,Cancer,-1,128.3175,28.10194444,88.0,3.11,147910839.0,
AGC 189298,83.3,Needs Review,Cancer,14,133.1097,30.726,31.8,1.57,29512092.3,
AGC 198686,83.3,Needs Review,Cancer,14,135.9513,31.7847,30.0,1.21,48977881.9,
AGC 749290,83.3,Needs Review,Cancer,20,139.0046,26.6497,97.0,4.0,208900000.0,
SMDG0915558+295527,83.3,Needs Review,Cancer,20,138.98,29.92,102.9,4.54,135000000.0,
Ark 227,83.3,Needs Review,Canes Venatici,-1,209.04208,40.30333,35.0,0.23,5000000000.0,
M-161-1,83.3,Needs Review,Canes Venatici,-1,202.473,46.372,81.0,4.1,134900000.0,
NGC 4631dw1,83.3,Needs Review,Canes Venatici,11,190.2375,32.7925,7.4,2.355,19952623.15,
AGC 234932,83.3,Needs Review,Canes Venatici,16,203.78042,31.52167,70.0,2.9,339000000.0,
UGC 8503,83.3,Needs Review,Canes Venatici,16,202.68708,32.76083,67.0,7.6,1910000000.0,
AGC 239039,83.3,Needs Review,Canes Venatici,18,202.675417,29.792778,47.0,3.4,363100000.0,
AGC 239112,83.3,Needs Review,Canes Venatici,18,204.269167,31.894167,48.0,2.9,109600000.0,
UGC 8602,83.3,Needs Review,Canes Venatici,18,204.189583,32.093056,48.0,4.4,489800000.0,
UGC 8605,83.3,Needs Review,Canes Venatici,18,204.225,32.095556,48.0,5.7,575400000.0,
AHCJ135938.5+372631,83.3,Needs Review,Canes Venatici,22,209.91042,37.44194,42.0,4.4,269000000.0,
WISEA J135937.97+372636.1,83.3,Needs Review,Canes Venatici,22,209.908333,37.443056,42.0,4.4,269200000.0,
SMDG1312223+312320,83.3,Needs Review,Canes Venatici,68,198.09292,31.388889,115.4627,3.2,151356125.0,
Cas III,83.3,Needs Review,Cassiopeia,11,8.9975,51.5597222,0.78,1.8,36307805.48,
Cen A-MM-dw1,83.3,Needs Review,Centaurus,11,202.5595833,-41.8933333,3.63,1.4,95499258.63,
CenA-MM-Dw3,83.3,Needs Review,Centaurus,11,202.5895833,-42.1925,4.61,3.315,75857757.5,
KK98a 189,83.3,Needs Review,Centaurus,11,198.1884583,-41.8320083,3.8,0.28386,3019952.0,
dw1312-4218,83.3,Needs Review,Centaurus,11,198.0936667,-42.31155,3.8,0.12141,147910.8,
dw1312-4244,83.3,Needs Review,Centaurus,11,198.0455417,-42.7454611,3.8,0.14269,223872.1,
dw1312-4246,83.3,Needs Review,Centaurus,11,198.0424167,-42.7801473,3.8,0.11837,776247.1,
dw1313-4211,83.3,Needs Review,Centaurus,11,198.3928333,-42.1856611,3.8,0.228,1412537.5,
dw1313-4214,83.3,Needs Review,Centaurus,11,198.4016667,-42.2355861,3.8,0.18411,1071519.3,
dw1313-4246,83.3,Needs Review,Centaurus,11,198.178625,-42.7807139,3.8,0.10241,269153.4,
dw1314-4142,83.3,Needs Review,Centaurus,11,198.68675,-41.7078528,3.8,0.07391,169824.4,
dw1314-4204,83.3,Needs Review,Centaurus,11,198.5340417,-42.0690306,3.8,0.08493,602559.6,
dw1314-4230,83.3,Needs Review,Centaurus,11,198.591375,-42.5116306,3.8,0.11248,776247.1,
dw1315-4232,83.3,Needs Review,Centaurus,11,198.7624167,-42.5382722,3.8,0.16036,575439.9,
dw1315-4309,83.3,Needs Review,Centaurus,11,198.8915417,-43.15755,3.8,0.11495,186208.7,
dw1316-4224,83.3,Needs Review,Centaurus,11,199.176125,-42.4014778,3.8,0.27246,1995262.3,
dw1317-4255,83.3,Needs Review,Centaurus,11,199.4520417,-42.9279028,3.8,0.24567,354813.4,
dw1318-4233,83.3,Needs Review,Centaurus,11,199.5232917,-42.5603056,3.8,0.31882,407380.3,
dw1319-4203,83.3,Needs Review,Centaurus,11,199.8385833,-42.0607611,3.8,0.09329,660693.4,
Disco Ball,83.3,Needs Review,Cetus,-1,9.652083,-6.701944,46.5,3.3,316227766.0,
KDG 013,83.3,Needs Review,Cetus,-1,32.14,-7.8497778,55.5,3.4,100000000.0,
Nube,83.3,Needs Review,Cetus,-1,20.864042,-0.624397,107.0,6.9,390000000.0,
S82-DG-1,83.3,Needs Review,Cetus,-1,46.825,-0.79297,28.7,1.6,62000000.0,
SMDG0045533-093353,83.3,Needs Review,Cetus,-1,11.472,-9.565,80.7,3.0,631000000.0,
SMDG0109254-014543,83.3,Needs Review,Cetus,-1,17.356,-1.762,55.2,3.0,794000000.0,
SMDG0134336+005425,83.3,Needs Review,Cetus,-1,23.64,0.907,184.5,3.5,63100000.0,
SMDG0152163-044242,83.3,Needs Review,Cetus,-1,28.068,-4.712,69.5,6.9,251000000.0,
238,83.3,Needs Review,Cetus,6,30.263,-6.68032,65.0,1.06,21850000.0,
344,83.3,Needs Review,Cetus,6,36.67423,-4.07979,65.0,2.29,63500000.0,
342,83.3,Needs Review,Cetus,10,36.52391,-5.25631,32.0,1.48,64600000.0,
DF1,83.3,Needs Review,Cetus,10,40.01907,-8.44619,20.4,2.62,25118864.0,
DF5,83.3,Needs Review,Cetus,10,39.80284,-8.14083,20.5,1.8,,0.0
DF7,83.3,Needs Review,Cetus,10,39.62401,-7.92576,17.8,4.3,435000000.0,
DFUWS 258,83.3,Needs Review,Cetus,10,36.0965833,-3.1829306,15.4,1.23,43700000.0,
DFUWS-54,83.3,Needs Review,Cetus,10,40.8410833333,-7.8423722222,18.3,1.63,51286138.0,
KUG 0203-Dw1,83.3,Needs Review,Cetus,10,31.44375,-9.8418889,26.8,1.5,12600000.0,
LSBG-285,83.3,Needs Review,Cetus,10,39.481167,-6.256628,24.6,1.2,27000000.0,
NGC 1084-DF1,83.3,Needs Review,Cetus,10,40.65833,-7.33786,18.5,1.63,193800000.0,
SMDG0126070-020411,83.3,Needs Review,Cetus,10,21.52916667,-2.069722222,29.0,1.74,60255958.6,
SMDG0127038-082400,83.3,Needs Review,Cetus,10,21.766,-8.4,27.0,1.1,20000000.0,
SMDG0145431-084143,83.3,Needs Review,Cetus,10,26.43,-8.695,26.0,1.2,31600000.0,
SMDG0147005-142556,83.3,Needs Review,Cetus,10,26.7520833,-14.4322222,23.8,1.0,15848931.92,
SMDG0148234-131444,83.3,Needs Review,Cetus,10,27.0975,-13.2455556,23.2,1.0,15848931.92,
Scl-MM-Dw2,83.3,Needs Review,Cetus,11,12.57125,-24.7497222,3.12,2.9,22908676.53,
UDG-B4,83.3,Needs Review,Cetus,33,9.89,1.12,59.0,1.7,70794578.0,
UDG-B5,83.3,Needs Review,Cetus,33,9.97,0.38,59.0,3.1,100000000.0,
J01:22:31.599-01:37:29.491,83.3,Needs Review,Cetus,37,20.63166,-1.62486,77.7,1.3468,25118864.315,
J01:22:44.406-01:21:05.462,83.3,Needs Review,Cetus,37,20.68503,-1.35152,77.7,1.2376,19952623.149,
J01:22:57.659-01:03:57.566,83.3,Needs Review,Cetus,37,20.74025,-1.06599,77.7,0.9828,25118864.315,
J01:23:09.271-01:28:26.721,83.3,Needs Review,Cetus,37,20.78863,-1.47409,77.7,1.3832,19952623.149,
J01:23:22.943-01:17:38.620,83.3,Needs Review,Cetus,37,20.8456,-1.29406,77.7,1.092,10000000.0,
J01:23:27.773-00:55:21.039,83.3,Needs Review,Cetus,37,20.86572,-0.92251,77.7,1.0192,6309573.445,
J01:23:31.637-01:23:25.319,83.3,Needs Review,Cetus,37,20.88182,-1.39037,77.7,1.092,125892541.179,
J01:23:44.851-01:37:27.984,83.3,Needs Review,Cetus,37,20.93688,-1.62444,77.7,1.3104,31622776.602,
J01:23:47.268-01:17:26.726,83.3,Needs Review,Cetus,37,20.94695,-1.29076,77.7,1.4196,19952623.149,
J01:23:59.643-01:24:43.713,83.3,Needs Review,Cetus,37,20.99851,-1.41214,77.7,1.456,50118723.362,
J01:24:00.601-01:35:15.808,83.3,Needs Review,Cetus,37,21.0025,-1.58772,77.7,1.2376,63095734.455,
J01:24:02.742-01:49:30.931,83.3,Needs Review,Cetus,37,21.01142,-1.82526,77.7,1.1648,50118723.362,
J01:24:06.822-01:42:08.144,83.3,Needs Review,Cetus,37,21.02843,-1.70226,77.7,1.638,25118864.315,
J01:24:09.443-01:34:51.826,83.3,Needs Review,Cetus,37,21.03935,-1.58106,77.7,1.1648,50118723.362,
J01:24:09.514-01:37:19.400,83.3,Needs Review,Cetus,37,21.03964,-1.62206,77.7,1.274,25118864.315,
J01:24:10.378-01:24:03.853,83.3,Needs Review,Cetus,37,21.04324,-1.40107,77.7,1.1648,79432823.472,
J01:24:12.524-01:15:53.605,83.3,Needs Review,Cetus,37,21.05218,-1.26489,77.7,1.1284,79432823.472,
J01:24:16.553-01:24:54.715,83.3,Needs Review,Cetus,37,21.06897,-1.4152,77.7,1.0556,10000000.0,
J01:24:17.177-01:30:07.435,83.3,Needs Review,Cetus,37,21.07157,-1.50207,77.7,1.1648,79432823.472,
J01:24:19.742-01:36:32.984,83.3,Needs Review,Cetus,37,21.08226,-1.60916,77.7,1.0556,50118723.362,
J01:24:24.290-01:41:09.630,83.3,Needs Review,Cetus,37,21.10121,-1.68601,77.7,1.3104,15848931.924,
J01:24:24.399-01:13:30.857,83.3,Needs Review,Cetus,37,21.10166,-1.22524,77.7,1.9656,63095734.455,
J01:24:24.479-01:25:08.939,83.3,Needs Review,Cetus,37,21.102,-1.41915,77.7,1.092,12589254.118,
J01:24:26.226-01:24:45.783,83.3,Needs Review,Cetus,37,21.10927,-1.41272,77.7,2.184,100000000.0,
J01:24:28.295-01:25:03.997,83.3,Needs Review,Cetus,37,21.1179,-1.41778,77.7,1.456,31622776.602,
J01:24:35.281-01:31:10.590,83.3,Needs Review,Cetus,37,21.147,-1.51961,77.7,1.2376,15848931.924,
J01:24:36.340-02:04:22.976,83.3,Needs Review,Cetus,37,21.15142,-2.07305,77.7,2.366,50118723.362,
J01:24:40.652-01:38:11.829,83.3,Needs Review,Cetus,37,21.16939,-1.63662,77.7,1.82,100000000.0,
J01:24:40.794-01:25:25.069,83.3,Needs Review,Cetus,37,21.16998,-1.42363,77.7,0.9464,19952623.149,
J01:24:41.234-01:43:58.390,83.3,Needs Review,Cetus,37,21.17181,-1.73289,77.7,2.6208,39810717.055,
J01:24:41.836-01:15:10.522,83.3,Needs Review,Cetus,37,21.17432,-1.25292,77.7,1.1284,25118864.315,
J01:24:43.896-01:30:26.899,83.3,Needs Review,Cetus,37,21.1829,-1.50747,77.7,0.9464,50118723.362,
J01:24:45.955-02:03:44.573,83.3,Needs Review,Cetus,37,21.19148,-2.06238,77.7,1.274,39810717.055,
J01:24:46.134-00:50:40.281,83.3,Needs Review,Cetus,37,21.19223,-0.84452,77.7,1.9656,31622776.602,
J01:24:47.646-01:02:23.619,83.3,Needs Review,Cetus,37,21.19852,-1.03989,77.7,1.5652,100000000.0,
UDG-B2,83.3,Needs Review,Cetus,72,9.6,1.11,82.0,2.8,114815362.0,
SMDG0320211-011014,83.3,Needs Review,Cetus,73,50.08791667,-1.17055556,88.0,3.7,220000000.0,
UDG-B3,83.3,Needs Review,Cetus,73,49.96,-0.86,88.0,3.2,338844156.0,
AGC 226067,83.3,Needs Review,Coma Berenices,-1,187.456,13.789,120.0,6.0,200000000.0,
AGC 235123,83.3,Needs Review,Coma Berenices,-1,194.123,20.89,125.0,7.0,300000000.0,
AGC 236456,83.3,Needs Review,Coma Berenices,-1,195.345,21.123,100.0,5.0,100000000.0,
AGC229101,83.3,Needs Review,Coma Berenices,-1,188.789,14.012,90.0,3.0,50000000.0,
OGS1,83.3,Needs Review,Coma Berenices,-1,195.10125,27.865417,89.0,1.5,310000000.0,
SMDG1225185+270858,83.3,Needs Review,Coma Berenices,-1,186.32708,27.149444,92.209,2.8,102329299.0,
SMDG1226040+241802,83.3,Needs Review,Coma Berenices,-1,186.51667,24.300556,177.3881,4.8,371553534.0,
SMDG1230359+273310,83.3,Needs Review,Coma Berenices,-1,187.64958,27.552778,105.6866,3.4,102329299.0,
SMDG1248019+261235,83.3,Needs Review,Coma Berenices,-1,192.00792,26.209722,94.403,3.1,102329299.0,
358,83.3,Needs Review,Coma Berenices,2,194.81,28.038,100.0,1.75,125893000.0,
436,83.3,Needs Review,Coma Berenices,2,195.122,27.99,100.0,2.5,54954000.0,
534,83.3,Needs Review,Coma Berenices,2,194.254,27.532,100.0,1.66,60256000.0,
AGC 229110,83.3,Needs Review,Coma Berenices,2,191.5362,28.7508,112.0,5.26,158500000.0,
DF11,83.3,Needs Review,Coma Berenices,2,195.60625,28.23278,100.0,2.1,340000000.0,
DF26,83.3,Needs Review,Coma Berenices,2,195.0858333,27.7869444,100.0,3.3,370000000.0,
DF28,83.3,Needs Review,Coma Berenices,2,194.8766667,27.7472222,100.0,2.7,141000000.0,
DF46,83.3,Needs Review,Coma Berenices,2,195.1970833,26.7830556,100.0,3.4,109600000.0,
DF6,83.3,Needs Review,Coma Berenices,2,194.12375,28.4444444,100.0,4.4,158500000.0,
Dragonfly 02 (DF02),83.3,Needs Review,Coma Berenices,2,194.79,29.007,100.0,2.1,204200000.0,
Dragonfly 07 (DF07),83.3,Needs Review,Coma Berenices,2,194.257,28.39,100.0,4.3,398100000.0,
Dragonfly 08 (DF08),83.3,Needs Review,Coma Berenices,2,195.377,28.374,100.0,4.4,213800000.0,
Dragonfly 17 (DF17),83.3,Needs Review,Coma Berenices,2,195.494,27.836,100.0,3.3,371500000.0,
Dragonfly 23 (DF23),83.3,Needs Review,Coma Berenices,2,194.849,27.791,100.0,2.3,125900000.0,
Dragonfly 25 (DF25),83.3,Needs Review,Coma Berenices,2,194.952,27.778,100.0,4.4,173800000.0,
Dragonfly 40 (DF40),83.3,Needs Review,Coma Berenices,2,194.505,27.191,100.0,2.9,239900000.0,
Dragonfly 44 (DF44),83.3,Needs Review,Coma Berenices,2,195.242,26.976,100.0,4.7,426600000.0,
Dragonfly X2 (DFX2),83.3,Needs Review,Coma Berenices,2,195.272,27.16,100.0,1.7,251200000.0,
J125848.94+281037.1,83.3,Needs Review,Coma Berenices,2,194.7039165,28.1769722,100.0,1.5,50160000.0,
OGS2,83.3,Needs Review,Coma Berenices,2,195.096667,27.8735,97.4,1.3,380000000.0,
SMDG1241424+273353,83.3,Needs Review,Coma Berenices,2,190.4266667,27.56472222,110.9,3.81,229086765.0,
SMDG1251014,83.3,Needs Review,Coma Berenices,2,192.75563,27.798033,100.0,4.99,490000000.0,
SMDG1259305+274450,83.3,Needs Review,Coma Berenices,2,194.87708,27.747222,113.6269,2.9,140000000.0,
SMDG1300206+274712,83.3,Needs Review,Coma Berenices,2,195.08583,27.786667,101.7612,3.7,305000000.0,
